Wavelength,GDD,Wavelength2,R
1137.2,-27.0795,,
1137.34,-27.179703,,
1137.48,-27.280273,,
1137.62,-27.381212,,
1137.76,-27.482521,,
1137.9,-27.584204,,
1138.04,-27.686262,,
1138.18,-27.788697,,
1138.32,-27.891511,,
1138.46,-27.994707,,
1138.6,-28.098287,,
1138.74,-28.202252,,
1138.88,-28.306606,,
1139.02,-28.411349,,
1139.16,-28.516485,,
1139.3,-28.622016,,
1139.44,-28.727944,,
1139.58,-28.834272,,
1139.72,-28.941,,
1139.86,-29.048132,,
1140,-29.155671,,
